AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,AnimalClass,Симптомы_рус
duck,Fever,Diarrhea,Abdominal pain,Stiffness,Severe weekness and depression,Yes,птица,"Высокая температура, Диарея, Боль в животе, Жесткость, Сильная слабость и депрессия"
duck,Fever,Loss of  appetite,Reduce Energy,Lameness,Swelling of joints,Yes,птица,"Высокая температура, Потеря аппетита, Уменьшить энергию, Хромота, Обухание суставов"
duck,Fever,Chronic eye inflamation,Poor Appetite,Lethargy,Neurologic abnormalities,Yes,птица,"Высокая температура, Хроническое воспаление глаз, Плохой аппетит, Летаргия, Неврологические отклонения"
duck,Fever,Swelling of face or leg,Poor Appetite,Depression,Pains,Yes,птица,"Высокая температура, Отек лица или ноги, Плохой аппетит, Депрессия, Боли"
duck,Diarrhea with muscus,Tensemus,Watery Stool,Flatulence,Pains,Yes,птица,"Диарея с слизью, Тенсмус, Водянистый стул, Метеоризм, Боли"
duck,Strong cough,Runny nose,Sneezing,Lethargy,Loss of appettite,Yes,птица,"Сильный кашель, Насморк, Чихание, Летаргия, Потеря аппетита"
duck,Fever,Inflammed eye,Coughing,Depression,Limping,Yes,птица,"Высокая температура, Воспаленный глаз, Кашель, Депрессия, Хромающий"
duck,Fever,Difficulty breathing,Coughing,Eye and Skin change,Unable to exercise,Yes,птица,"Высокая температура, Трудности дыхание, Кашель, Изменение глаз и кожи, Невозможно заниматься спортом"
duck,Fever,Loss of  appetite,Coughing,Lethargy,Joint Pain,Yes,птица,"Высокая температура, Потеря аппетита, Кашель, Летаргия, Боль в суставах"
duck,Lesions in the nasal cavity,Lesions on nose,Nose Bleeds,Noisy Breathing,Lesions on nose,Yes,птица,"Поражения в носовой полости, Поражения на носу, Нос кровотечение, Шумное дыхание, Поражения на носу"
duck,Hair loss,Dandruff,Darkened skin,Crusting of the skin,Ulcerated skin,Yes,птица,"Выпадение волос, Перхоть, Затемненная кожа, Кора кожи, Изъязвленная кожа"
duck,Greenish-yellow nasal discharge,Lack of pigmentation,Sneezing,Lethargy,Pain on face,Yes,птица,"Зеленовато-желтый носовой разряд, Отсутствие пигментации, Чихание, Летаргия, Боль на лице"
duck,Fever,Diarrhea,Poor Appetite,Weight loss,Vomitting,Yes,птица,"Высокая температура, Диарея, Плохой аппетит, Потеря веса, Рвота"
duck,Jaundice,Pneumonia ,Lession on the skin,pain ,Vomitting,Yes,птица,"Желтуха, Пневмония , Поражение на коже, боль, Рвота"
duck,Poor coat apperence ,Diarrhea,Vomiting,Weight loss,Dehydration,Yes,птица,"Плохое появление пальто, Диарея, Рвота, Потеря веса, Обезвоживание"
duck,Watering,No appp,Vomiting,Lethargy,Dehydration,Yes,птица,"Полив, Нет приложения, Рвота, Летаргия, Обезвоживание"
duck,Straining,Diarrhea,Vomiting,Weight loss,Blindness,Yes,птица,"Напряжение, Диарея, Рвота, Потеря веса, Слепота"
duck,Upset stomach,Diarrhea,Vomiting,Muscle pain,Muscle stiffness,Yes,птица,"Расстроен желудок, Диарея, Рвота, Мышечная боль, Мышечная жесткость"
duck,Upset stomach,Diarrhea,Coughing,Weight loss,Anaemia,Yes,птица,"Расстроен желудок, Диарея, Кашель, Потеря веса, Анемия"
duck,Allergic Reaction,Poor appetite,Coughing,Weight loss,Distended chest,Yes,птица,"Аллергическая реакция, Плохой аппетит, Кашель, Потеря веса, Расставленный грудь"
duck,Fever,Anoxeria,Weight loss,Lethargy,Pain,Yes,птица,"Высокая температура, Анорексия, Потеря веса, Летаргия, Боль"
duck,Limping,Willnot run to jump,Swelling ,Week legs,Pain on leg,Yes,птица,"Хромающий, Не бегите, чтобы прыгнуть, Припухлость, Недельные ноги, Боль на ноге"
duck,Fever,Eye ulcer,Congestion,Depression,Pink eye,Yes,птица,"Высокая температура, Язва глаз, Скопление, Депрессия, Розовый глаз"
duck,Pnemonia,Loss of  appetite,Eye disharge,Lameness,Arthritis,Yes,птица,"Пневмония, Потеря аппетита, Сброс глаз, Хромота, Артрит"
duck,Fever,Seizures,Hydrophobia,Jaw is dropped,Shyness or aggression,Yes,птица,"Высокая температура, Припадки, Гидрофобия, Челюсть сброшена, Застенчивость или агрессия"
duck,Bloody Urine,Diffculty breathing,Vomiting,Weight loss,Anorexia,Yes,птица,"Кровавая моча, Трудности дыхание, Рвота, Потеря веса, Анорексия"
duck,Loss of eat,Difficulty in breathing,Swelling ,Lameness,Neurologic abnormalities,Yes,птица,"Потеря еды, Трудность в дыхании, Припухлость, Хромота, Неврологические отклонения"
duck,Dark or black face,Diarrhea,Vomiting,Blood in faces,Pain,Yes,птица,"Темное или черное лицо, Диарея, Рвота, Кровь на лицах, Боль"
duck,Jaundice,Difficulty in breathing,Seizuers,Lethargy,Pale gums,Yes,птица,"Желтуха, Трудность в дыхании, Припадки, Летаргия, Бледные десны"
duck,Appetite varies,Diarrhea,Vomiting,Weight loss,Pain,Yes,птица,"Аппетит варьируется, Диарея, Рвота, Потеря веса, Боль"
duck,Loss of eat,Fell unwell,Lethargy,Weight loss,Skin issue,Yes,птица,"Потеря еды, Нездорово, Летаргия, Потеря веса, Проблема кожи"
duck,Sickness,Loss of  appetite,Vomiting,Weight loss,Raised growth or bump,Yes,птица,"Болезнь, Потеря аппетита, Рвота, Потеря веса, Повышенный рост или удар"
duck,Nasal Bleeding,Diffulty chewing,Swelling ,Weight loss,Anorexia,Yes,птица,"Носовое кровотечение, Трудность жевания, Припухлость, Потеря веса, Анорексия"
duck,Ulcers,Lesions ,Scabs,Lumps,"Bumps(black,grey or red)",Yes,птица,"Язвы, Поражения, Spabs, Комочки, Шишки (черный, серый или красный)"
duck,Gasc,Loss of  appetite,Blood in stool,Stomach growling,Black stool,Yes,птица,"Газ, Потеря аппетита, Кровь в табуретке, Рычание желудка, Черный табурет"
duck,Shaking head,Scartching ear,Black on ear,Bad smell,Red and inflammation ear,Yes,птица,"Дрожащая голова, Царапает ухо, Черный на ухо, Плохой запах, Красное и воспалительное ухо"
duck,Attacks,Loss of  appetite,Coughing,Weight loss,Periodic vommiting,Yes,птица,"Атаки, Потеря аппетита, Кашель, Потеря веса, Периодическая рвота"
elephant,Blood stool,Diarrhea,Coughing,Weight loss,Anemia,Yes,хомячок,"Кровавый табурет, Диарея, Кашель, Потеря веса, Анемия"
elephant,Nasal discharge,Nosebleeds,inflamed nostrils,Sneezing,Lound breathing,Yes,хомячок,"Носовая выделение, Носовые кровотечения, воспаленные ноздри, Чихание, Громкое дыхание"
elephant,Polyuria,Loss of  appetite,Vomiting,Weight loss,Polydipsa,Yes,хомячок,"Полиурия, Потеря аппетита, Рвота, Потеря веса, Полидипсия"
elephant,Exessive Urination,Change in gait,Vomiting,Weight loss,Inability to jump,Yes,хомячок,"Чрезмерное мочеиспускание, Изменение в походке, Рвота, Потеря веса, Неспособность прыгать"
elephant,Convulsion,Loss of consciousness,chewing,Twitching,Salivating,Yes,хомячок,"Судорога, Потеря сознания, жевание, Дергается, Слюноотделение"
elephant,Wheezing,Rapid Breathing,Coughing,Swallowing,Effort to breath,Yes,хомячок,"Хрипил, Быстрое дыхание, Кашель, Глотание, Усилие дышать"
elephant,Jaundice,Weekness,Lethargy,Weight loss,Anorexia,Yes,хомячок,"Желтуха, НЕКОТОРЫ, Летаргия, Потеря веса, Анорексия"
elephant,Lession on cat skin,Dandruff in cat coat,Red patches,Hair loss,Skin issue,Yes,хомячок,"Повреждение на коже кошки, Перхоть в кошачьем пальто, Красные пятна, Выпадение волос, Проблема кожи"
elephant,Lethargy,Diarrhea,Vomiting,Discharge from eye,Anorexia,Yes,хомячок,"Летаргия, Диарея, Рвота, Разряд из глаз, Анорексия"
elephant,Skin irritation,Scartching,Lethargy,Hair loss,Excessive grooming,Yes,хомячок,"Раздражение кожи, Царапание, Летаргия, Выпадение волос, Чрезмерный уход"
elephant,Floopy muscle,Speech delay,Intellectual disability,Walking problem,Eye movements,Yes,хомячок,"Мышцы Floopy, Задержка речи, Интеллектуальная инвалидность, Проблема ходьбы, Движения глаз"
elephant,Sensitivity to bright light,Disharge from affected eye,Inflammation,Clouded cornea,Rubbing eye,Yes,хомячок,"Чувствительность к яркому свету, Выписка от пораженного глаза, Воспаление, Облаженная роговица, Потирая глаза"
elephant,Fever,Diarrhea,Vomiting,Cramps,Dehydration,Yes,хомячок,"Высокая температура, Диарея, Рвота, Судороги, Обезвоживание"
elephant,Tenderness,Erythema,Swelling ,Scartch,Pain,Yes,хомячок,"Нежность, Эритема, Припухлость, Царапать, Боль"
elephant,Fever,Diarrhea,Vomiting,Salivation,Decrease appetite,Yes,хомячок,"Высокая температура, Диарея, Рвота, Слюноотделение, Уменьшить аппетит"
elephant,Scaly patches of skin,Sore,Scabs,Scartch,Hair loss,Yes,хомячок,"Чешуйчатые пятна кожи, Больной, Spabs, Царапать, Выпадение волос"
elephant,Fatty stool,Diarrhea,Vomiting,Weight loss,Pain,Yes,хомячок,"Жирный стул, Диарея, Рвота, Потеря веса, Боль"
elephant,Nausea,Loss of appetite,Vomiting,Firm,Distended stomach,Yes,хомячок,"Тошнота, Потеря аппетита, Рвота, Твердый, Расставленный желудок"
elephant,Fever,Swelling  in the bite area,Lethargy,Limp,Pain,Yes,хомячок,"Высокая температура, Отек в зоне укуса, Летаргия, Хромать, Боль"
elephant,Fever,Loss of appetite,Eyeproblem,Liver disease,Nuerological,Yes,хомячок,"Высокая температура, Потеря аппетита, Проблема с глазами, Болезнь печени, Неврологический"
elephant,Fever,Mild sneezing,Coughing,Nasal,Ocular discharge,Yes,хомячок,"Высокая температура, Мягкое чихание, Кашель, Носовой, Глазное выделение"
elephant,Most often none,Sneezing,Nasal Discharge,Dyspnea,Pain,Yes,хомячок,"Чаще всего нет, Чихание, Носовая выделение, Одышка, Боль"
elephant,Fever,Diarrhea,Vomiting,Blood from mouth,Shock,Yes,хомячок,"Высокая температура, Диарея, Рвота, Кровь из уст, Шок"
elephant,Discomfort,Diarrhea,Dry or dull hair,Grinding teeth,Pain,Yes,хомячок,"Дискомфорт, Диарея, Сухое или тусклые волосы, Измельчение зубов, Боль"
elephant,Loss of appetite,Swelling,Nasal Discharge,Blindness,Lethargy,Yes,хомячок,"Потеря аппетита, Припухлость, Носовая выделение, Слепота, Летаргия"
elephant,Rhinitis,Pneumonia ,abscessess,Torticollis,Septicemia,Yes,хомячок,"Ринит, Пневмония , абсцесса, Кривошея, Сепсис"
elephant,Fever,Diarrhea,Enteritis,Weight loss,Stomach  cramps,Yes,хомячок,"Высокая температура, Диарея, Энтерит, Потеря веса, Желудочные судороги"
elephant,Immediate death,Difficulty in breathing,Blue colored lip,Bloody discharge,Neurologic abnormalities,Yes,хомячок,"Немедленная смерть, Трудность в дыхании, Голубая окрашенная губа, Кровавые выписки, Неврологические отклонения"
elephant,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies,Yes,хомячок,"Высокая температура, Поражение оспы на коже, Кожная сыпь, Носовая выделение, Смертность варьируется"
elephant,Red on affected area,Horny growth,Wart-like growth,Red skin,Lesions on ear,Yes,хомячок,"Красный на пострадавшем районе, Возбужденный рост, Бородный рост, Красная кожа, Поражения на ухе"
elephant,Fever,Chills,Skin ulcer,Exhaustion,Swollen and painfull,Yes,хомячок,"Высокая температура, Озноб, Язва кожи, Истощение, Опухший и болезненный"
elephant,Watering Diarrhea,Depression,Emaciation,Ruffled Coat,Lethargy,Yes,хомячок,"Поливная диарея, Депрессия, Истощение, Рюшат, Летаргия"
elephant,loss in weight,emaciation,loss of appetite,Weakness,diarrhoea,Yes,хомячок,"потеря веса, истощение, потеря аппетита, Слабость, диарея"
elephant,loss of appetite,diarrhea,swollen purple wattle,Swollen comb,Lameness,Yes,хомячок,"потеря аппетита, диарея, опухший фиолетовый плетение, Опухший расческа, Хромота"
elephant,loss of appetite,diarrhea,ruffled feathers,Weight loss,Inability to absorb nutrients,Yes,хомячок,"потеря аппетита, диарея, рюшат перья, Потеря веса, Неспособность поглощать питательные вещества"
elephant,egg production decreases,stunted growth,Blindness,Distinctive bumps,Facial swelling,Yes,хомячок,"Производство яиц уменьшается, Задержка роста, Слепота, Отличительные удары, Отек лица"
elephant,loss of appetite,thirst,ruffled feathers,Closed eyes,Diarrhea,Yes,хомячок,"потеря аппетита, жажда, рюшат перья, Закрытые глаза, Диарея"
elephant,Fever,weakened legs,los of the ability to walk,Mammary glads,Fluif filled blisters,Yes,хомячок,"Высокая температура, ослабленные ноги, LOS способности ходить, Молочные железы, Заполненные жидкостью волдыри"
elephant,Fever,weakened legs,los of the ability to walk,Weight loss,Lameness,Yes,хомячок,"Высокая температура, ослабленные ноги, LOS способности ходить, Потеря веса, Хромота"
elephant, abortion at the end of gestation,Fatigue,weak calves,Join pains,Swelling of internal organs,Yes,хомячок,"аборт в конце беременности, Усталость, слабые телята, Присоединяйтесь к болам, Отек внутренних органов"
elephant,swollen,red-colored ,hot udder,Milk getting out more watery,Milk getting out more thick,Yes,хомячок,"вздутый, красный цвет, Горячий вымен, Молоко выходит более водянистого, Молоко выходит более толстое"
elephant,Fever,Distress,Trembling,Staggering,Convulsion,Yes,хомячок,"Высокая температура, Бедствие, Дрожь, Ошеломляющий, Судорога"
elephant,Fever,Animal become lame,Prostrat,Painfull Swalling,Lameness,Yes,хомячок,"Высокая температура, Животное становится хромым, Простата, Болезненное глотание, Хромота"
elephant,Fever,Difficulty in breathing,Dribbling of saliva,Inability of Swalllon Feeding,Moist and painfull,Yes,хомячок,"Высокая температура, Трудность в дыхании, Дриблинг слюны, Неспособность кормления глобального, Влажный и болезненный"
elephant,Fluif Faeces on blood and muscle,Sudden Death,Blooody Fluid,Red Diarrhea,Faeces are streake with blood,Yes,хомячок,"Жидкие фекалии на крови и мышцах, Внезапная смерть, Кровавая жидкость, Красная диарея, Феканист"
elephant,Fever,Pneumonia ,Stand with head droping,Weight loss,Abnormal behaviour,Yes,хомячок,"Высокая температура, Пневмония , Стоять с падением головы, Потеря веса, Ненормальное поведение"
elephant,Fever,Slightly Swollen,Lession on the skin,Milky Hard,Papules appear on teats anad udder,Yes,хомячок,"Высокая температура, Слегка опухший, Поражение на коже, Млечный жесткий, Папулы появляются на сосках и вымене"
elephant,Fever,Dull,Hind quarted soil,Animal stop feed,Decrease in milk production,Yes,хомячок,"Высокая температура, Тупой, Задних квартала почва, Живота остановка корма, Снижение производства молока"
elephant,Severe,Diarrhea,Blood on faces,Appetite,Milk reduce,Yes,хомячок,"Серьезный, Диарея, Кровь на лицах, Аппетит, Молоко уменьшается"
elephant,Fever,Depression,Relunctance to move,Salivation,Nasal Discharge,Yes,хомячок,"Высокая температура, Депрессия, Нежелание двигаться, Слюноотделение, Носовая выделение"
elephant,Normal appetite,Diarrhea,Swelling may occur under jaw,Weight loss,Drop in milk production,Yes,хомячок,"Нормальный аппетит, Диарея, Набухание может возникнуть под челюстью, Потеря веса, Падение производства молока"
elephant,Swelling on leg,Heat,Hardness,Redness,Pain,Yes,хомячок,"Отек на ноге, Нагревать, Твердость, Покраснение, Боль"
elephant,Inability to stand ,Diarrhea,Bottle Jaw,Pot belly,Dry Hair coat,Yes,хомячок,"Неспособность стоять, Диарея, Бутылка челюсть, Горшок живот, Сухой шерсть"
elephant,Excitability,Nervousness,loss of appetite,Hyper sensitivity,Weakness,Yes,хомячок,"Возбудимость, Нервозность, потеря аппетита, Гиперчувствительность, Слабость"
elephant,Fever,Depression,Attack,Bite other animals,Pain,Yes,хомячок,"Высокая температура, Депрессия, Атака, Укусить других животных, Боль"
hamster,Fever,Difficulty in breathing,Coughing,Painfull,Eye become dull,Yes,хомячок,"Высокая температура, Трудность в дыхании, Кашель, Болезненный, Глаз стал скучным"
hamster,Fever,Ulcer on gum,Red eye,Yellowish Discharge,Bloody Diarrhea,Yes,хомячок,"Высокая температура, Язва на жевательной резине, Красный глаз, Желтоватый разряд, Кровавая диарея"
hamster,Fever,Diarrhea,Coughing,Consistency of milk,Pain,Yes,хомячок,"Высокая температура, Диарея, Кашель, Консистенция молока, Боль"
hamster,Animal gets uneasy,Difficulty in breathing,Difficult in respiration,Excessive production,Stamping And pedding of hind eye,Yes,хомячок,"Животное становится неловким, Трудность в дыхании, Трудно в дыхании, Чрезмерное производство, Штамповка и ход задних глаз"
hamster,Fever,Chills,Severe colic,Weakness,Anorexia,Yes,хомячок,"Высокая температура, Озноб, Тяжелый колик, Слабость, Анорексия"
hamster,Fever,Body stiffness,Lethargy,Severe inflammation,Pain,Yes,хомячок,"Высокая температура, Жесткость тела, Летаргия, Тяжелое воспаление, Боль"
hamster,Sickness,Diarrhea,Weight loss,Nausea,Dehydration,Yes,хомячок,"Болезнь, Диарея, Потеря веса, Тошнота, Обезвоживание"
hamster,Sudden death,Trouble walking,Paralysis,Depression,Convulsion,Yes,хомячок,"Внезапная смерть, Проблема ходить, Паралич, Депрессия, Судорога"
hamster,Fever,Abortion,Kidney failure,Inflammation of eye,Eye redness,Yes,хомячок,"Высокая температура, Аборт, Почечная недостаточность, Воспаление глаз, Глаза покраснение"
hamster,Small red bumps,Pneumonia ,Septic Arthritis,Skin infection,Pain,Yes,хомячок,"Маленькие красные удары, Пневмония , Септический артрит, Кожная инфекция, Боль"
hamster,Fever,Ataxia,Aggressiveness,Depression,Obscure Lameness,Yes,хомячок,"Высокая температура, Атаксия, Агрессивность, Депрессия, Неясная хромота"
fowl,Ring shaped Lesion,Round patches,Dry skin,Size of lesions vary,Pain,Yes,птица,"Повреждение в форме кольца, Круглые пятна, Сухая кожа, Размер поражений варьируется, Боль"
fowl,Fever,Diarrhea,loss of appetite,Colic,Weakness,Yes,птица,"Высокая температура, Диарея, потеря аппетита, Колики, Слабость"
fowl,Fever,Depression,loss of appetite,Stumbling,Ataxia,Yes,птица,"Высокая температура, Депрессия, потеря аппетита, Спотыкается, Атаксия"
fowl,Bubbles in the mouth,Wheezing,loss of appetite,Lethargy,Nasal Discharge,Yes,птица,"Пузыри во рту, Хрипил, потеря аппетита, Летаргия, Носовая выделение"
fowl,Changes in outer layer skin,Swelling of eye,loss of appetite,Lethargy,Respiratory infection,Yes,птица,"Изменения кожи наружного слоя, Отек глаз, потеря аппетита, Летаргия, Респираторная инфекция"
fowl,Red Tinge,Slim over the shell,Bad smell,Easily damage shell,Flaking of the Scutes,Yes,птица,"Красный оттенок, Погрузиться в раковину, Плохой запах, Легко повредить оболочку, Отслаивание закусов"
fowl,Passing of undigested food,Diarrhea,Vomiting,Gas or bloating,Dehydration,Yes,птица,"Прохождение непереваренной еды, Диарея, Рвота, Газ или вздутие живота, Обезвоживание"
fowl,Smell,Diarrhea,loss of appetite,Excess sleeping,Folded Ears,Yes,птица,"Запах, Диарея, потеря аппетита, Избыточный сон, Сложенные уши"
fowl,Loss of activity,Rough coat,loss of appetite,Weight loss,Eventually death,Yes,птица,"Потеря активности, Грубое пальто, потеря аппетита, Потеря веса, В конце концов смерть"
fowl,Fever,Diarrhea,Vomiting,Dehydration,Pain,Yes,птица,"Высокая температура, Диарея, Рвота, Обезвоживание, Боль"
fowl,Bald patches,Hair loss,Crusty,Flaky,Red lesion from bald patches,Yes,птица,"Лысые пятна, Выпадение волос, Хрустящий, Флот, Красное поражение от лысиных пятен"
fowl,Poor condition,Enlarged lymph nodes,Diarrhea,Weight loss,Pain,Yes,птица,"Плохое состояние, Увеличенные лимфатические узлы, Диарея, Потеря веса, Боль"
fowl,Fever,Chills,Coughing,Progressive weakness,Joint Pain,Yes,птица,"Высокая температура, Озноб, Кашель, Прогрессивная слабость, Боль в суставах"
fowl,Heavy infection,Diarrhea,Vitamin and minerals defiency,Weight loss,Pain,Yes,птица,"Тяжелая инфекция, Диарея, Дефицит витамина и минералов, Потеря веса, Боль"
fowl,Fever,Diarrhea,Muscle weakness,Muscle pain,Abdonormal discomfort,Yes,птица,"Высокая температура, Диарея, Мышечная слабость, Мышечная боль, Абдонормальный дискомфорт"
fowl,Fever,Chills,Headache,Nausea,Pain,Yes,птица,"Высокая температура, Озноб, Головная боль, Тошнота, Боль"
fowl,Thicked skin,Hair tining,Hair loss,Scabbing,Itchiness,Yes,птица,"Толстая кожа, Истончение волос, Выпадение волос, Scabbing, Зуд"
fowl,Facial edema,Loss of earing,Vomiting,Head ache,Throat and Ear pain,Yes,птица,"Отек лица, Потеря слуха, Рвота, Головная боль, Боль в горле и ушах"
fowl,General malaise,Hepatic failure,Vomiting,Weight loss,Abdonormal pain,Yes,птица,"Генеральная недомогание, Печеночная неудача, Рвота, Потеря веса, Абдонормальная боль"
fowl,Upset stomach,Loss of appetite,Nause,Weight loss,Abdonormal pain,Yes,птица,"Расстроен желудок, Потеря аппетита, Топ, Потеря веса, Абдонормальная боль"
fowl,Fever,Muscle Loss,Skeleten pain,Weight loss,Wasting,Yes,птица,"Высокая температура, Потеря мышц, Боль скелет, Потеря веса, Впустую"
fowl,Oedema,Swelling of face or leg,Swelling of neck,Weight loss,Pain,Yes,птица,"Отек, Отек лица или ноги, Отек шеи, Потеря веса, Боль"
fowl,Poor growth,Short stature,Enlargement of bones,Lameness,Weigth bearing long bones,Yes,птица,"Плохой рост, Короткий рост, Увеличение костей, Хромота, Весовой"
fowl,Fever,Chills,Sweat,Head ache,Fatique,Yes,птица,"Высокая температура, Озноб, Пот, Головная боль, Фатик"
fowl,Fever,Loss of appetite,Weakness,Weight loss,Vomitting,Yes,птица,"Высокая температура, Потеря аппетита, Слабость, Потеря веса, Рвота"
fowl,Dullness,Lacrimation,Coughing,Diarrhea,Seizures,Yes,птица,"Тупость, Лэктримация, Кашель, Диарея, Припадки"
fowl,Vomiting,Bloody diarrhea,Lethargy,Dehydration,Anorexia,Yes,птица,"Рвота, Кровавая диарея, Летаргия, Обезвоживание, Анорексия"
fowl,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat,Yes,птица,"Высокая температура, Нехарактерное укрытие, Депрессия, Обезвоживание, Остановился поесть"
fowl,Fever,Poor coat condition,Infection of the skin,Weight loss,Fatique,Yes,птица,"Высокая температура, Плохое состояние пальто, Инфекция кожи, Потеря веса, Фатик"
fowl,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,Yes,птица,"Слабость, Жесткость, Дрожь, Белая отметка на мышцах, Потеря витамина Е"
fowl,Partial Paralysis,Staggering as drunk,Self Mutilation,Acting aggressive,Acting unnaturally tame,Yes,птица,"Частичный паралич, Ошеломляющий как пьяный, Самоарапевность, Актерский агрессивный, Действие неестественно ручной"
fowl,Fever,Tiredness,Headache,Skin rashes,Pain,Yes,птица,"Высокая температура, Усталость, Головная боль, Кожная сыпь, Боль"
fowl,Thick Crusting,Itchiness,Hair loss,Watery eye,Pain,Yes,птица,"Толстая корка, Зуд, Выпадение волос, Водянистый глаз, Боль"
fowl,Constant pacing,Facial muscle twitching,abnormalalities,Blindness,Muscle pain,Yes,птица,"Постоянный темп, Подергивание мышц лица, аномалии, Слепота, Мышечная боль"
fowl,Loss od appetite,Wheezing,Seizuers,Skin rashes,Fatique,Yes,птица,"Потеря аппетита, Хрипил, Припадки, Кожная сыпь, Фатик"
fowl,Indigestion,Abdminal pain,Constipation,Diarrhea,Nausea,Yes,птица,"Расстройство желудка, Боль в животе, Запор, Диарея, Тошнота"
fowl,Blood in urine,Diarrhea,Vomiting,Lethargy,Bleeding in eye and skin,Yes,птица,"Кровь в моче, Диарея, Рвота, Летаргия, Кровотечение в глазах и коже"
fowl,Fever,Malaise,Weakness,Weight loss,Pain,Yes,птица,"Высокая температура, Недомогание, Слабость, Потеря веса, Боль"
fowl,Fever,Diarrhea,Vomiting,Stomach cramps,Nausea,Yes,птица,"Высокая температура, Диарея, Рвота, Желудочные судороги, Тошнота"
fowl,Fever,Lack of coordination,Depression,Salivation,Facial paralysis,Yes,птица,"Высокая температура, Отсутствие координации, Депрессия, Слюноотделение, Паралич лица"
fowl,Sores on lip,Infection,Sores on lower leg and teats,Lesion,Pain,Yes,птица,"Язвы на губе, Инфекция, Язвы на гонях и сосках, Поражение, Боль"
fowl,Abortion on late pregancy,Stillbirth,Retained Placenda,Endomeritis,Decrease appetite,Yes,птица,"Аборт при поздней беременности, Мертворождение, Оставленная плацента, Эндометрит, Уменьшить аппетит"
fowl,paresis,paralysis,Weakness,Stomach cramps,Diarrhea,Yes,птица,"парез, паралич, Слабость, Желудочные судороги, Диарея"
fowl,Fever,Diarrhea,Swelling,Weight loss,Pain,Yes,птица,"Высокая температура, Диарея, Припухлость, Потеря веса, Боль"
fowl,Fever,Hemolytic anemia,Hemoglobinuria,pulmonary congestion,Jaundice,Yes,птица,"Высокая температура, Гемолитическая анемия, Гемоглобинурия, легочный застой, Желтуха"
fowl,Abortion ,Mummification,Stillbirth,Weak kids,Pain,Yes,птица,"Аборт, Мумификация, Мертворождение, Слабые дети, Боль"
fowl,Runny nose,Difficulty in breathing,Coughing,Weakness,Loss of appettite,Yes,птица,"Насморк, Трудность в дыхании, Кашель, Слабость, Потеря аппетита"
fowl,Fever,Nasal discharge,Respiratory distress,Pox lesion,Pain,Yes,птица,"Высокая температура, Носовая выделение, Респираторный дистресс, Поражение оспы, Боль"
fowl,Fever,Dark colored bloody,Incoordination,Difficulty in breathing,Terminal convulsion,Yes,птица,"Высокая температура, Темный цвет кровавый, Нарушение, Трудность в дыхании, Терминальная судорога"
fowl,Fever,Dysentery,Swelling,Immediate death,Pain,Yes,птица,"Высокая температура, Дизентерия, Припухлость, Немедленная смерть, Боль"
fowl,Fever,Respiratory distress,Mucous discharge,Reduce feed,Weight gain,Yes,птица,"Высокая температура, Респираторный дистресс, Слизистый разряд, Уменьшить корм, Увеличение веса"
fowl,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production,Yes,птица,"Снижение молока, Удерживая конечности, Потеря веса, Хромота, Производство шерсти"
fowl,Swelling of udder,change in milk,Swollen,Tender to touch,Pain,Yes,птица,"Обухание выменения, Изменение в молоке, Вздутый, Нежный, чтобы прикоснуться, Боль"
fowl,Fever,Respiratory distress,Occular discharge,Mouth lesion,Nasal Discharge,Yes,птица,"Высокая температура, Респираторный дистресс, Глазное выделение, Поражение рта, Носовая выделение"
fowl,Fever,Wound lesion,Excess salivary,Difficult in walking,Pain,Yes,птица,"Высокая температура, Поражение раны, Избыток слюны, Трудно в ходьбе, Боль"
fowl,Emaciation,Edema in lower jaw,Coughing,Shivering,Anemia,Yes,птица,"Истощение, Отек в нижней челюсти, Кашель, Дрожь, Анемия"
buffaloes,Fever,Reduce growth,Kid moratality,Weakness,Dullness,Yes,хомячок,"Высокая температура, Уменьшить рост, Детская смертность, Слабость, Тупость"
buffaloes,Fever,Reduce growth,Edema in lower jaw,Weight loss,Anemia,Yes,хомячок,"Высокая температура, Уменьшить рост, Отек в нижней челюсти, Потеря веса, Анемия"
buffaloes,Emaciation,Diarrhea,Kid moratality,Weakness,Anemia,Yes,хомячок,"Истощение, Диарея, Детская смертность, Слабость, Анемия"
buffaloes,SkinAllergy,Reduce growth,Wound,Head ache,Dizziness,Yes,хомячок,"Аллергия на кожи, Уменьшить рост, Ранить, Головная боль, Головокружение"
buffaloes,Watering of eyes,Redness of white of the eye,Swelling of eyelid,Cornea become cloudy,Tear production,Yes,хомячок,"Полив глаз, Покраснение белого глаза, Отек века, Роговица становится облачной, Слезное производство"
buffaloes,Berberi,Wasting,Nervous,Weight loss,Anorexia,Yes,хомячок,"Бербери, Впустую, Нервный, Потеря веса, Анорексия"
buffaloes,Gastritis,morbidity,Bloody,Mortality,Anemia,Yes,хомячок,"Гастрит, заболеваемость, Кровавый, Смертность, Анемия"
buffaloes,Fever,Severe headache,Vomiting,Coughing,Fatique,Yes,хомячок,"Высокая температура, Сильная головная боль, Рвота, Кашель, Фатик"
