,AnimalClass,syptom_description,Dangerous
617,хомячок,"Слабость, Диарея, Высокая смертность, Обезвоживание, Анорексия",0
618,хомячок,"Высокая температура, Гепатит, Кожная сыпь, Потеря веса, Боль",0
619,хомячок,"Чихание, Эпистаксис, Кашель, Трудность в дыхании, Носовая выделение",0
620,хомячок,"Чихание, Односторонний носовый выписка, Заталкивать, Ретч, Потеря веса",1
621,хомячок,"Высокая температура, Депрессия, Кашель, Потеря веса, Анорексия",1
622,хомячок,"Мелкое дыхание, Галитоз, Кашель, Летаргия, Носовая выделение",1
623,хомячок,"Одышка, Чихание, Кашель, Трудность в дыхании, Инфекция",1
624,хомячок,"Одышка, Чихание, Кашель, Трудность в дыхании, Боль",1
625,хомячок,"Высокая температура, Ринорея, Кашель, Чихание, Обезвоживание",1
626,хомячок,"Высокая температура, Ринорея, Кашель, Отек лица, Одышка",1
627,хомячок,"Высокая температура, Ринорея, Кашель, Чихание, Носовая выделение",1
628,хомячок,"Смертность, Болезненный, Кашель, Потеря веса, Носовая выделение",1
629,хомячок,"Кожная сыпь, Диарея, Смерть, Отек лица, Боль",1
630,хомячок,"Высокая температура, Одышка, Кашель, Летаргия, Потеря веса",1
631,хомячок,"Высокая температура, Одышка, Кашель, слабость, Анорексия",1
632,хомячок,"Отек лица, Одышка, Конъюнктивит, Слабость, Фарингит",1
633,хомячок,"Высокая температура, Пневмония , Скопление, Летаргия, Носовая выделение",1
634,хомячок,"Высокая температура, Смерть, Кашель, Потеря веса, Носовая выделение",1
635,хомячок,"Чихание, Судорога, Припадки, Потеря веса, Носовая выделение",1
636,хомячок,"Высокая температура, Смерть, Кашель, Одышка, Анорексия",1
637,хомячок,"Одышка, Трудность в дыхании, Кашель, Летаргия, Носовая выделение",1
638,хомячок,"Воздушный саккулит, Галитоз, Кашель, Энтерит, Потеря веса",1
639,хомячок,"Высокая температура, Судорога, Внезапная смерть, Удержание мочи, Потеря веса",1
640,хомячок,"Одышка, Неврологический знак, Кашель, Депрессия, Анорексия",1
641,хомячок,"Высокая температура, Одышка, Кашель, Летаргия, Анорексия",1
642,хомячок,"Затрудненное дыхание, Одышка, Кашель, Депрессия, Анорексия",1
643,хомячок,"Кровь из уст, Диарея, Кашель, Летаргия, Потеря веса",1
644,хомячок,"Кровоофхема, Диарея, Бессимптомный, Смерть, Эпистаксис",1
645,хомячок,"Беспокойство, Слабость, Синяя соломка, Смерть, Боль",1
646,хомячок,"Разряженные, Меньше роста перьев, Рюшат перья, Дефицит витамина, Диарея",1
647,хомячок,"Апатия, Депрессия, Дилатация двенадцатиперстной кишки, Клоакальное вставка, Скопление",1
648,хомячок,"Гепатомегалия, Спленомегалия, Рвота, Вздутый, Стремление головы",1
649,хомячок,"Проблема с балансом, Брюшная растяжение, Паралич шеи, Потеря веса, Боли",1
650,хомячок,"Нога, Парез, Кашель, Потеря веса, Одышка",1
651,хомячок,"Высокая температура, Кислое горло, Смертность, Мышечные боли, Аномалии",1
652,хомячок,"Сложность в кормлении, Притягивать, Слабость, Избыточный рост клюва, Анемия",1
653,хомячок,"Высокая температура, Потеря аппетита, Ушная инфекция, Депрессия, Носовая выделение",1
654,хомячок,"Краткий глаз, Кривошея, Слабость, Припухлость, Истощение",1
655,хомячок,"Неподходящее, Диарея, Толчок головы, Обезвоживание, Потеря веса",1
656,хомячок,"Отсутствие ходьбы, Отсутствие полета, Шероховатый, Обезвоживание, Боли",1
657,хомячок,"Кожная сыпь, Маленькие и желтые удары, Припухлость, Сухие струпки, Хромота",1
658,хомячок,"Скабсы на ногах, Покраснение, Трахея, Утолщение кожи, Боли",1
659,хомячок,"Увеличенный тимус, Затрудненные легкие, Летаргия, Кожная сыпь, Потеря веса",1
660,хомячок,"Пухлое перо, Потеря аппетита, Кашель, Рвота, Храп",1
661,хомячок,"Высокая температура, Трудность в дыхании, Желтый глаз, Чихание, Дифтериктический",1
662,хомячок,"Тяжелое дыхание, Желтый в клюве, Tail_bobbing, Слабость, Спать чрезмерно",1
663,хомячок,"Пухлый перо, Меньше еды, Головная боль, Полузакрытый глаз, Припадки",1
664,хомячок,"Высокая температура, Диарея, Опухший живот, Рвота, Трудность в дыхании",1
665,хомячок,"Хвост виляет, Напряжение, Летаргия, Слабость, Диарея",1
666,хомячок,"Избыточный вес, Потеря аппетита, Рюшат перья, Депрессия, Диарея",1
667,хомячок,"Уныние, Потеря аппетита, Стресс, Кашель, Боли",1
668,хомячок,"Кожная инфекция, Вторичная инфекция, Кашель, Депрессия, Стремление головы",1
669,хомячок,"Выброс из глаз, Летаргия, Кашель, Чихание, Фатик",1
670,хомячок,"Высокая температура, Озноб, Отсталый рост, Боль в груди, Боль в груди",1
671,хомячок,"Бледный расчет, Хромой, Смерть, Отек сустава, Глаз закрыт",1
672,хомячок,"Летаргия, Потеря аппетита, Сложность в глотании, Слабость, Проблема зрения",1
673,хомячок,"Истощение, Трудность в дыхании, Рвота, Слабость, Диарея",1
674,хомячок,"Жидкость падает, Истощение, Атаксия, Летаргия, Припадки",1
675,хомячок,"Непереваренные в их кале, Потеря аппетита, Потеря пигмента, Слабость, Кровавый в перьев",1
676,хомячок,"Острые перо, Забитое перо, Сброс глаз, Потеря порошка вниз, Диарея",1
677,хомячок,"Рюшат, Потеря аппетита, Рвота, Зеленый падение, Носовая выделение",1
678,хомячок,"Пазухи, Опухшие веки, Кожная сыпь, Чихание, Средства",1
679,хомячок,"Потеря перья, Пехой склад, Кашель, Зуд, Носовая выделение",1
680,хомячок,"Водянистые глаза, Глаз закрыт, Потеря веса, Чихание, Нервная проблема",1
681,хомячок,"Костное поражение, Кожная сыпь, Атаксия, Анорексия, Слабость",1
682,хомячок,"Тремор головы и шеи, Слепота, Пинать в живот, Упражнения в терпимости, Боли",1
683,хомячок,"Опухший живот, Тупость, Увольнять, Мочеиспускание, Лежа",1
684,хомячок,"Высокая температура, Тупость, Депрессия, Потеря веса, Анорексия",1
685,хомячок,"Высокая температура, Поддаться, Распространение инфекции, Потеря веса, Анорексия",1
686,хомячок,"Знаки в Рамсе, Знаки в овце, Недоразвитые мышцы, Экзамен спермы, Уменьшить маркировку лампы",1
687,хомячок,"Шипы, Необычно тонкий, Слабость, Увеличенные черепа, Слабость",1
688,хомячок,"Увольнять, Внезапный аборт, Гемоглобинурия, Смерть ягненка, Потеря веса",1
689,хомячок,"Высокая температура, Гемолитическая анемия, Пот, скопление, Желтуха",1
690,хомячок,"Высокая температура, Усталость, потеря аппетита, Мышечные боли, Боль в груди",1
691,хомячок,"Избыточное слюноотделение, Диарея, Депрессия, Носовая выделение, Слабость",1
692,хомячок,"Высокая температура, Диарея, Нарушение, Аборт, Отравление крови",1
693,хомячок,"Высокая температура, Впустую, Обезвоживание, Девственность, Слабость",1
694,хомячок,"Высокая температура, Диарея, Мышечная подергивание, Хромота, Потеря веса",1
695,хомячок,"Зубы шлифование, Апатия, Обезвоживание, Румана, Водянистые фекалии",0
696,хомячок,"Высокая температура, Депрессия, Лежа, Слабый пульс, Колики",1
697,хомячок,"Припухлость, Хромота, Гиперээзтерия, Шарнир, Потеря веса",1
698,хомячок,"Наклон головы, Кругим, Мышцы болится, Слепота, Припадки",1
699,хомячок,"Снижение роста кости, Депрессия, Ворчание, Хромота, Потеря веса",1
700,хомячок,"Опухший влево живот, Лежа, Ошеломляющий, Мочеиспускание, Расширение шеи",1
701,хомячок,"Прекращение эрекции, Трудность в дыхании, Депрессия, Анорексия, Колики",1
702,хомячок,"Высокая температура, Избыток слюна, Ненормальная конформация, Изъязвленная мышца, Язвенный ухо",1
703,хомячок,"Бесплодные овцы, Аборт, Плохая конформация, Волосатые ручки, Потеря веса",1
704,хомячок,"Тремор, Жизнеспособность, Кашель, Анорексия, Потеря веса",1
705,хомячок,"Высокая температура, Тахипноя, Отек головы и шеи, Анорексия, Носовая выделение",1
706,хомячок,"Lllthrift, Повреждение кожи, Хромота, Отек на теле, Потеря веса",1
707,хомячок,"Припухлость, Нагревать, Фланг, Боль, Носовая выделение",1
708,хомячок,"Высокая температура, Потеря аппетита, Хромота, Навес, Потеря веса",1
709,хомячок,"Высокая температура, Припухлость, потеря аппетита, Анорексия, Потеря веса",1
710,хомячок,"Высокая температура, Диарея, Кровавый падение, Брюшная дискомфорт, Летаргия",1
711,хомячок,"Высокая температура, Депрессия, Тонкая кишка, Смерть, Смертность стада",1
712,хомячок,"кровотечение, Соломенная, Боль в животе, Смерть, Камни разлагается",1
713,хомячок,"Кровавая диарея, Депрессия, Тупость, Смерть, Слабость",1
714,хомячок,"Неохотный ход, Потеря аппетита, Хромота, Смерть, Слабость",1
715,хомячок,"Высокая температура, Депрессия, потеря аппетита, Потеря аппетита, Боли",1
716,хомячок,"Высокая температура, Трудность в дыхании, Летаргия, Смерть, Боли",1
717,хомячок,"Бедная шерсть, Потеря аппетита, Хромота, Небольшой размер, Плохое состояние тела",1
718,хомячок,"Плохая иммунная функция, Ахомотрика, Обезвоживание, Смерть, Боли",1
719,хомячок,"Боль в животе, Диарея, Злоупотребление, Шок, Анорексия",1
720,хомячок,"Фетопельвич диспропорция, Матка инерция, Депрессия, Смерть, Боли",1
721,хомячок,"Водянистая диарея, Больной, Язва роговицы, Потеря аппетита, Смерть",1
722,хомячок,"Тяжелый кератит, Конъюнктивное, Увольнять, Выпадение радужной оболочки, Потеря глаз",1
723,хомячок,"Вздутый, Яичка боли, Зуд, Кровавые выписки, Нежность",1
724,хомячок,"Высокая температура, Диарея, Депрессия, Царапины, Потеря веса",1
725,хомячок,"Грязное пахнет, Тупость, Грязный, Окрашенная шерсть, Хвост встряхивая",1
726,хомячок,"Овцы часто кусаются, Флис становится худым, Потеря шерсти, Смерть, Боли",1
727,хомячок,"Высокая температура, Тупость, Тупость, Кожная сыпь, Боли",1
728,хомячок,"Высокая температура, Трудность в дыхании, Втирать, Кашель, Чихание",1
729,хомячок,"Беспокойство, Пинать, Летаргия, Nible в их шерсти, Царапание",1
730,хомячок,"Желтуха, Потеря аппетита, Грубая шерсть, Кашель, Смерть",1
731,хомячок,"Высокая температура, Уменьшить репродуктивный потенциал, Агалактия, Потеря производства молока, Хвост",1
732,хомячок,"Пирексия, Оральное поражение, Припухлость, Хромота, Смерть",1
733,хомячок,"Красная кожа, Потеря аппетита, Влажный, Хромота, Боли",1
734,хомячок,"Хромающий, Изменение цвета кожи, Дряблый, Сырой, Чувствителен к прикосновению",1
735,хомячок,"Сильно увеличено, Кожа может сгуститься, Судорога, Edematous, Боли",1
736,хомячок,"Гиперксуальность, Мышечные спазмы, Десны, Смерть, Боли",1
737,хомячок,"Снижение века, Очень холодная кожа, Летаргия, Губа, Высокая температура",1
738,хомячок,"Высокая температура, Диарея, Мускус, Потеря веса, Смерть",1
739,хомячок,"Грязное пахнет, Диарея, Колики, Кровавые выписки, Кровавые сгустки",1
740,хомячок,"Неспособность переваривать, Диарея, Обезвоживание, Потеря веса, Анемия",1
741,хомячок,"Высокая температура, Диарея, Горшок живот, Смерть, Потеря аппетита",1
742,хомячок,"Истощение, Диарея, Кашель, Потеря веса, Смерть",1
743,хомячок,"Респираторный дистресс, Диарея, Смерть, Уменьшить молоко, Потеря веса",1
744,хомячок,"Lllthrift, Бутылка челюсть, Странное поведение, Анемия, Желтуха",1
745,хомячок,"Высокая температура, Хромота, Впустую, Слепота, Ошеломляющий",1
746,хомячок,"Высокая температура, Диарея, Явно неограничен, Потеря веса, Хороший аппетит",1
747,хомячок,"Высокая температура, Тупость, Нежелание ходить, Зараженные навицы, Боли",1
748,хомячок,"Нежность, Нога горячо, Паралич лица, Потеря веса, Боли",1
749,хомячок,"Высокая температура, Отсутствие координации, Больно прикоснуться, Кругим, Депрессия",1
750,хомячок,"Вздутый, Теплый, Запор, Депрессия, Кровавый",1
751,хомячок,"Высокая температура, Потеря аппетита, Спотыкается, Беспокойство, Боли",1
752,хомячок,"Нестационарная походка, Дергается, Слепота, Отек на суставах, Боли",1
753,хомячок,"Высокая температура, Язва, Spabs, Разряд из глаз, Боли",1
754,хомячок,"Запах аммиака, Язва, Депрессия, Припухлость, Боли",1
755,хомячок,"Высокая температура, Летаргия, Слепота, Неподходящее, Увеличился в дыхании",1
756,хомячок,"Блуждание, Кругим, Слепота, Нажатие на голову, Лежат",1
757,хомячок,"Тремор, Лежать на стороне, Сложность в глотании, Смерть, Не есть",1
758,хомячок,"Высокая температура, Трудность в дыхании, Кашель, Чихание, Припадки",1
759,хомячок,"Припухлость, Потеря аппетита, Потеря шерсти, Слезы, Смерть",1
760,хомячок,"Шерсть сгущается, Чувствует себя жестким, Ошеломляющий, Кожная сыпь, Боли",1
761,хомячок,"Покачиваясь, Изменение поведения, Тремор, Деревенские движения конечностей, Боли",1
762,хомячок,"Повреждение ячейки, Изменение поведения, Потеря веса, Прорит, Смерть",1
763,хомячок,"Припухлость, Дискомфорт, Сложность в районе, Смерть, Боли",1
764,хомячок,"Вздутый, Горячие суставы, Пустульсы, Сложность в прогулке, Боли",1
765,хомячок,"Формирование везикул, Ноздри, Ненормально длинная нога, Скабсы на губе, Боли",1
766,хомячок,"Аномалии скелет, Лицевые дефекты, Выпадение волос, Плоские ребра, Недоразвитые мышцы",1
767,кот,"Погода беспокойна, Ног, Нормальный аппетит, Попытка мочиться, Боли",1
768,кот,"Неспособность стоять, Боли ходить, Депрессия, Слабость, Жесткость",1
769,кот,"Высокая температура, Поддаться, Вялый, Анорексия, Боли",1
770,кот,"Вялый, Бутылка челюсть, Злоупотребление, Смерть, Недостаток кислорода",1
771,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
772,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
773,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
774,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
775,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
776,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
777,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
778,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
779,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
780,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
781,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
782,кот,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
783,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
784,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
785,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
786,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
787,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
788,хомячок,"Фетопельвич диспропорция, Матка инерция, Злоупотребление, Смерть, Боли",1
789,хомячок,"Фетопельвич диспропорция, Матка инерция, Быстрое дыхание, Смерть, Боли",1
790,хомячок,"Кашель , задыхаясь, отек лица,, Производство слизи, Усталость",1
791,хомячок,"кашель, чихание, Овапки крылья, Скрученная шея, Овапки крылья",1
792,хомячок,"Одышка., Усталость, щебетать, потеря аппетита, опухший живот",1
793,хомячок,"Задыхаясь, кашель , легкая слабость, Овапки крылья, Скрученная шея",1
794,хомячок,"Чрезмерная кровопотеря, головокружение и обморок, Нечеткое зрение, водянистые глаза, медленный рост",1
795,хомячок,"Нос кровоточа , Травма, легкая слабость, Нос, Сухой воздух",1
796,хомячок,"Кровотечение из других частей тела, путаница, Носовая выделение, потеря бдительности, головокружение и обморок",1
797,хомячок,"Плохо дыхание, Лап на лице или нос, кашель , Чихание, Кровотечение из носа",1
798,хомячок,"вытягивая шею, Задыхаясь для воздуха, задыхаясь за дыхание, Сложность глотания, задыхаясь за дыхание",1
799,хомячок,"Сложность глотания, кашель , Сложность глотания, Задыхаясь для воздуха, вытягивая шею",1
800,хомячок,"кашель , Задыхаясь для воздуха, Потеря веса, задыхаясь за дыхание, вытягивая шею",1
801,хомячок,"слабость, Снижение производства стула, Расставленный желудок, тяжелое дыхание, беспокойное движение",1
802,хомячок,"Глаза покраснение, Частые глазные инфекции, Хрустящие ресницы и маты ресниц, грязные пахнущие табуреты,  Увеличение проходящего газа",1
803,хомячок,"Чрезмерное водопад, Глаза покраснение, слабость, Слизистые сбросы с глаз, Частые глазные инфекции",1
804,хомячок,"Внезапная смерть, потеря аппетита,  быстрое сердцебиение, пухлые перья, Отсутствие вокализации",1
805,хомячок,"Невозможно мочиться, Легкомысленность , погружение, ректальное кровотечение, опухший живот",1
806,хомячок,"Крайняя жажда, кровавые выписки, Потеря аппетита, неспособность летать, потеря настороженности",1
807,хомячок,"Производство яиц останавливается, Поведение задумчиво, потеря аппетита, Потеря веса, Запор",1
808,хомячок,"тошнота, рвота, потеря аппетита, переживание изменений в весе,  боль и вздутие живота",1
809,хомячок,"сжигание боли или боль, рвота, потеря аппетита, переживание изменений в весе,  боль и вздутие живота",1
810,хомячок,"Непрерывная потеря веса, Регургитация еды, хрипил, Чрезмерное потребление пищи, Непереваренные семена",1
811,хомячок,"потеря аппетита, летаргия, аборт, булькающий звук, Депрессия",1
812,хомячок,"высокая температура, мягкий колик, потеря хвостового тона, потеря аппетита, депрессия",1
813,хомячок,"наклон головы, летаргия, летаргия, моча дриблинг, неспособность подняться",1
814,хомячок,"высокая температура, потеря аппетита, дыхательный шум, Потеря веса, депрессия",1
815,хомячок,"высокая температура, носовая выделение, мышечная жесткость, опухшие лимфатические узлы, депрессия",1
816,хомячок,"потоотделение, мышечные спазмы, жажда, Потеря веса, трудности с движением и едой",1
817,хомячок,"потеря аппетита, высокая температура тела, Отсутствие аппетита, диарея, внезапная смерть",1
818,хомячок,"потоотделение, сухие или липкие десны, Уменьшенный аппетит, лежа, скучный Несс",1
819,хомячок,"Вытянутая шея, скучный Несс, непристойность, шумное дыхание, кашель",1
820,хомячок,"потеря веса, скучный Несс, непристойность, самоизоляция, лежат",1
821,хомячок,"потеря веса, скучный Несс, Проблема мышц, самоизоляция, лежат",1
822,хомячок,"Измененная походка, скучный Несс, Проблема мышц, Боль, Боли",1
823,хомячок,"Измененная походка, скучный Несс, рассеянный, Диагноз сложности, Анемия",1
824,хомячок,"Трудность в дыхании, Проблема набухания, кровотечение от ран, Частые зевы, анорексия",1
825,хомячок,"недоедание, Питье загрязненная вода, вялость, Ошеломляющий, анорексия",1
826,хомячок,"впустую, спотыкается, вялость, слюни, Опубликовывающие уши",1
827,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания",1
828,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания",1
829,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания",1
830,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания",1
831,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания",1
832,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания",1
833,хомячок,"впустую, спотыкается, вялость, слюни, Опубликовывающие уши",1
834,хомячок,"впустую, спотыкается, вялость, слюни, Опубликовывающие уши",1
835,хомячок,"впустую, спотыкается, Высокая температура, слюни, Опубликовывающие уши",1
836,хомячок,"кошачьи инфекции, Лимфосаркома, трудности дыхание, стоматит, анемия",1
837,хомячок,"внезапная смерть, высокая температура, трудности дыхание, Потеря веса, дрожь",1
838,хомячок,"внезапная смерть, высокая температура, трудности дыхание, Анемия, дрожь",1
839,хомячок,"внезапная смерть, высокая температура, трудности дыхание, Ошеломляющий, дрожь",1
840,хомячок,"внезапная смерть, высокая температура, быстрый пульс и частота сердечных сокращений, Депрессия, дрожь",1
841,хомячок,"высокая температура, потеря аппетита, быстрый пульс и частота сердечных сокращений, хромота в пораженной ноге, депрессия",1
842,хомячок,"высокая температура, потеря аппетита, быстрый пульс и частота сердечных сокращений, хромота в пораженной ноге, депрессия",1
843,хомячок,"высокая температура, потеря аппетита, быстрый пульс и частота сердечных сокращений, хромота в пораженной ноге, депрессия",1
844,хомячок,"высокая температура, потеря аппетита, опухшие соски, хромота в пораженной ноге, депрессия",1
845,хомячок,"припухлость, носовая выделение, слюни, усталость, высокая температура",1
846,хомячок,"сбросы глаз, носовая выделение, изменить их нормальное поведение, высокая температура тела, хромота",1
847,хомячок,"Перестань есть, Перестань пить, изменить их нормальное поведение, Хромота, Боли",1
848,хомячок,"Перестань есть, Перестань пить, изменить их нормальное поведение, Потеря веса, Боли",1
849,хомячок,"Перестань есть, Перестань пить, изменить их нормальное поведение, Депрессия, Боли",1
850,хомячок,"Высокая температура, Трудности дыхание, Жажда и мочеиспускание, Летаргия, Чихание",1
851,хомячок,"Высокая температура, Диарея, Носовая выделение, Летаргия, Синий глаз",1
852,хомячок,"Высокая температура, Респираторный дистресс, Слабость в задних ногах, Гиперестезия, Внезапная смерть",1
853,хомячок,"Язвы, Диарея, Боль в спине, Тарри -стул, Увеличенные лимфатические узлы",1
854,хомячок,"Отек лица, Кровавый слюни, Боль в животе, Невозможно поесть, Утраченные зубы",1
855,хомячок,"Высокая температура, Трудности дыхание, Уменьшить энергию, Потеря веса, Увеличенные лимфатические узлы или отек",1
856,хомячок,"Отек на ноге, Болезненный, Плохой аппетит, Сломанные кости, Носовая выделение",1
857,хомячок,"Краткосрочная летаргия, Потеря аппетита, Плохой аппетит, Быстрая частота сердечных сокращений, Недельный пульс",1
858,хомячок,"Опухшие лимфатические узлы, Трудность ходьбы, Водянистый стул, Летаргия, Вагинальный разряд",1
859,хомячок,"Высокая температура, Диарея, Чихание, Жесткость, Сильная слабость и депрессия",1
860,хомячок,"Высокая температура, Потеря аппетита, Кашель, Хромота, Обухание суставов",1
861,хомячок,"Высокая температура, Хроническое воспаление глаз, Кашель, Летаргия, Неврологические отклонения",1
862,хомячок,"Высокая температура, Отек лица или ноги, Кашель, Депрессия, Боли",1
863,хомячок,"Диарея с слизью, Тенсмус, Нос кровотечение, Метеоризм, Боли",1
864,хомячок,"Сильный кашель, Насморк, Затемненная кожа, Летаргия, Потеря аппетита",1
865,хомячок,"Высокая температура, Воспаленный глаз, Чихание, Депрессия, Хромающий",1
866,хомячок,"Высокая температура, Трудности дыхание, Плохой аппетит, Изменение глаз и кожи, Невозможно заниматься спортом",1
867,хомячок,"Высокая температура, Потеря аппетита, Поражение на коже, Летаргия, Боль в суставах",1
868,хомячок,"Поражения в носовой полости, Поражения на носу, Рвота, Шумное дыхание, Поражения на носу",1
869,хомячок,"Выпадение волос, Перхоть, Рвота, Кора кожи, Изъязвленная кожа",1
870,хомячок,"Зеленовато-желтый носовой разряд, Отсутствие пигментации, Рвота, Летаргия, Боль на лице",1
